id,alcohol,category,country,country_clean,description,designation,price,rating,region,region_clean,subregion,subsubregion,title,url,varietal,vintage,winery
194604,NULL,White,US,California,"Massively fruity and oaky, this is an atom bomb of a Chardonnay. You either love this style or you hate it. The pineapple tart, apricot, pear, peach, crème brûlée, buttered toast, vanilla cream and cinnamon spice flavors go on and on. Beyond the utter richness is firm acidity and a bracing minerality. Defines California-style decadence, but drink now, as the wine will quickly go downhill.",Los Alamos Vineyard,25,95,California,California,Central Coast,Santa Barbara County,Au Bon Climat 2007 Los Alamos Vineyard Chardonnay (Santa Barbara County),https://www.winemag.com/buying-guide/au-bon-climat-2007-los-alamos-vineyard-chardonnay-central-coast-santa-barbara-county/,Chardonnay,2007,Au Bon Climat
239694,14.5,Red,US,California,"Dark and racy, with a Northern Rhône-style aroma of black pepper, cedar and black currants, but there's nothing Rhône-like about the flavor. It's distinctly California, with soft, sweetly ripe tannins bursting with blackberry jam, black currants, anise, vanilla and sweet oak flavors. The wine is fully dry. Absolutely first-rate Syrah.",NULL,27,95,California,California,Central Coast,Santa Lucia Highlands,Novy 2005 Syrah (Santa Lucia Highlands),https://www.winemag.com/buying-guide/novy-2005-shiraz-syrah-syrah-central-coast-santa-lucia-highlands/,Syrah,2005,Novy
66571,14.5,Red,US,California,"A gorgeous aroma like roses and blackberries meets richly concentrated and ripe black-fruit flavors in this full-bodied, luxuriously textured wine. While extremely ripe and bold, the wine is also smooth and voluptuous, balanced out by silky tannins that keep the mouthfeel lively and fresh sip after sip.",Old Vine Rinaldi Vineyard,30,95,California,Fiddletown,Sierra Foothills,Fiddletown,Easton 2014 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown),https://www.winemag.com/buying-guide/easton-2014-old-vine-rinaldi-vineyard-zinfandel-fiddletown/,Zinfandel,2014,Easton
61921,13.8,Red,US,California,"Here's a picture-perfect Cabernet with a nose so true and dense that you can barely get inside, but once you do everything is there. Huge, dynamic fruit plays off fine wood notes. Mighty tannins build up and prolong the flavorful, intense finish. A very big, very black wine that is also very, very good. From the family that owns Sutter Home.",Founders Estate,30,95,California,Napa,California Other,California,M. Trinchero 1996 Founders Estate Cabernet Sauvignon (California),https://www.winemag.com/buying-guide/m-trinchero-1996-founders-estate-cabernet-sauvignon-other/,Cabernet Sauvignon,1996,M. Trinchero
12492,13.8,White,US,California,"Bright freshness rules the day in this delicious vintage of Elias Fernandez's side project with Doug Shafer. Green apple, Meyer lemon and lime flavors provide pleasure, with a tense vibrancy and focused acidity filling the palate.",NULL,28,95,California,Napa,Napa-Sonoma,Carneros,Eighty Four 2017 Albariño (Carneros),https://www.winemag.com/buying-guide/eighty-four-2017-albarino-carneros-293686/,Albariño,2017,Eighty Four
50309,NULL,Dessert,US,California,"Extraordinarily sweet and concentrated, coating the mouth with sugar and honey and the distinctive apricot flavor of botrytis. The underlying fruit flavors veer toward mangoes and papaya, although high acidity makes for a citrusy undercurrent. It's not just rich, it's elegant.",Botrytis,25,95,California,Napa Valley,Napa,Napa Valley,Voss 2000 Botrytis White (Napa Valley),https://www.winemag.com/buying-guide/voss-2000-botrytis-white-napa-valley/,White Blend,2000,Voss
60540,NULL,Red,US,California,"A touch of Viognier ignites a pretty, seductive nose with spicy fruit and cocoa, as well as raspberry and mineral notes. As it unfolds the wine displays enormous complexity, with tart currant and cranberry fruit leading into a tight, sharp, brightly etched finish. It's one of the rare Zins that can stake a legitimate claim to tasting of terroir.",Eastern Exposures,25,95,California,Napa Valley,Napa,Napa Valley,Storybook Mountain 1997 Eastern Exposures Zinfandel (Napa Valley),https://www.winemag.com/buying-guide/storybook-mountain-1997-eastern-exposures-zinfandel-napa-valley/,Zinfandel,1997,Storybook Mountain
60948,NULL,Red,US,California,"There's a good chance you haven't heard of this wine, but drop what you're doing and try to track some down. Its brilliantly pure nose literally explodes from the glass and then gets better with time. Textured but not overdone, this is perfectly ripe Napa fruit from Rutherford and Howell Mountain brought to market with a masterful touch. Sublime vanilla and chocolaty notes in the bouquet, on the palate, and on the finish.",NULL,30,95,California,Napa Valley,Napa,Napa Valley,Karl Lawrence 1996 Cabernet Sauvignon (Napa Valley),https://www.winemag.com/buying-guide/karl-lawrence-1996-cabernet-sauvignon-napa-valley/,Cabernet Sauvignon,1996,Karl Lawrence
69977,13.5,Rose,US,California,"Heitz has made this stellar rosé from the rare Grignolino grape since 1961. Ruby grapefruit-red, it's sultry with strawberry, watermelon, orange zest and salty spice flavor, highlighted with vibrant floral aromas.",Grignolino,24,95,California,Napa Valley,Napa,Napa Valley,Heitz 2016 Grignolino Rosé (Napa Valley),https://www.winemag.com/buying-guide/heitz-2016-grignolino-rose-napa-valley/,Rosé,2016,Heitz
19475,10.5,Dessert,US,California,"This dessert wine has pushed itself to the front of the line of California sweeties, and the '04 is a great bottling. It's enormously sweet in late-harvest character, with apricot liqueur, pineapple tart and vanilla cream flavors that are brightened and boosted with cleansing acidity. So addictively delicious you just can't help yourself.",Tears of Dew Late Harvest,22,95,California,Paso Robles,Central Coast,Paso Robles,EOS 2004 Tears of Dew Late Harvest Moscato (Paso Robles),https://www.winemag.com/buying-guide/eos-2004-tears-dew-late-harvest-muscat-moscato-central-coast-paso-robles/,Moscato,2004,EOS
239063,11.5,Dessert,US,California,"With 21% residual sugar, this is an enormously sweet wine, one of the most honeyed of the vintage. A little sugar goes a long way, of course, but this wine also charms with rich, powerful apricot, peach and vanilla custard flavors, perfectly balanced with crisp acidity. With consistently high scores over the years, Tears of Dew has taken a place in the front ranks of California dessert white wines.",Tears of Dew Late Harvest,22,95,California,Paso Robles,Central Coast,Paso Robles,EOS 2006 Tears of Dew Late Harvest Moscato (Paso Robles),https://www.winemag.com/buying-guide/eos-2006-tears-dew-late-harvest-muscat-moscato-central-coast-paso-robles/,Moscato,2006,EOS
193069,13.5,White,US,California,"Amazingly rich and ripe, defining the Bien Nacido cool-climate style. The grapes hung for a long time in this excellent vintage, getting ripe and balanced, and the wine offers dazzling opulence, while preserving vital acidity. Showcases dessert pastry flavors of pineapples, mangoes, buttered toast, buttercream, meringue and honeysuckle, accented with dusty spices. Simply beautiful from first sniff to the last swallow.",Santa Barbara Historic Vineyards Collection Bien Nacido Vineyard,30,95,California,Santa Maria,Central Coast,Santa Maria Valley,Au Bon Climat 2007 Santa Barbara Historic Vineyards Collection Bien Nacido Vineyard Chardonnay (Santa Maria Valley),https://www.winemag.com/buying-guide/au-bon-climat-2007-santa-barbara-historic-collection-bien-nacido-vineyard-chardonnay-central-coast-santa-maria-valley/,Chardonnay,2007,Au Bon Climat
20245,12.5,Dessert,US,California,"Picked at an unbelievable 38 degrees of brix, with residual sugar of 12.5%, this is a very, very sweet wine. It has an unctuous, honeyed texture, but super-high acidity breaks it up. Flavorwise, it's botrytis-infected apricot-infused crème brûlée. Wow.",Lafond Vineyard Late Harvest,16,95,California,Santa Ynez,Central Coast,Santa Ynez Valley,Santa Barbara Winery 2001 Lafond Vineyard Late Harvest Sauvignon Blanc (Santa Ynez Valley),https://www.winemag.com/buying-guide/santa-barbara-winery-2001-lafond-vineyard-late-harvest-sauvignon-blanc-central-coast-santa-ynez-valley/,Sauvignon Blanc,2001,Santa Barbara Winery
61693,NULL,Red,US,California,"Here's a stunning Merlot, not from the North Coast but a warmish region of Santa Barbara. Shows currant and dark-chocolate aromas with soy, anise and leather. Drinks soft and rich, really high quality, such depth and intensity. A great Merlot, but only 170 cases to go around.",Limited Selection,25,95,California,Santa Ynez,Central Coast,Santa Ynez Valley,Gainey 1996 Limited Selection Merlot (Santa Ynez Valley),https://www.winemag.com/buying-guide/gainey-1996-limited-selection-merlot-central-coast-santa-ynez-valley/,Merlot,1996,Gainey
66126,14.5,Red,US,California,"This is a complex and layered Mourvèdre. Fragrances of rose petals, cinnamon, mace, blackberry and black cherry prove almost overpowering, yet delicious. The palate puts black plum and black cherry together with star anise, clove and an array of baking spice. There's a lot going on, but it's harmonious and balanced.",NULL,30,95,California,Santa Ynez,Central Coast,Santa Ynez Valley,Koehler 2014 Mourvèdre (Santa Ynez Valley),https://www.winemag.com/buying-guide/koehler-2014-mourvedre-santa-ynez-valley/,Mourvèdre,2014,Koehler
193068,13.5,White,US,California,"About as rich and flamboyant as California Chardonnay gets, a wine that blows you away with sheer pyrotechnic wizardry. Massive in grilled pineapples, mangoes, Key lime pie, vanilla honey, crème caramel and dusty spices, accented with perfect acidity.",Santa Barbara Historic Vineyards Collection Sanford &amp; Benedict Vineyard,30,95,California,Santa Ynez,Central Coast,Santa Ynez Valley,Au Bon Climat 2007 Santa Barbara Historic Vineyards Collection Sanford &amp; Benedict Vineyard Chardonnay (Santa Ynez Valley),https://www.winemag.com/buying-guide/au-bon-climat-2007-santa-barbara-historic-collection-sanford-benedict-vineyard-chardonnay-central-coast-santa-ynez-valley/,Chardonnay,2007,Au Bon Climat
154464,11.7,Red,US,California,"Light in color, alcohol and texture, this dynamic wine has a fresh pepper flavor, and is gorgeous all around, like drinking fresh rose petals. This could be enjoyed all day long, every day, but with only 51 cases produced, get it now or you'll miss out on it.",Cedarville,24,95,California,Santa Ynez,Sierra Foothills,Sierra Foothills,La Clarine Farm 2011 Cedarville Mourvèdre (Sierra Foothills),https://www.winemag.com/buying-guide/clarine-farm-2011-cedarville-mourvedre-sierra-foothills/,Mourvèdre,2011,La Clarine Farm
16366,14.1,Red,US,California,"Inky dark and saturated, with scads of glycerine, a serious young wine. Erupts with cascades of white pepper, violets, cassis, plum pudding, rum, molasses, sweet kid leather, root beer and more. In the mouth, the primary fruit is black cherries and kirsch, while the new oak and glycerine makes for a rich, honeyed, almost unguent mouthfeel. Decant if you open it now; should gain additional complexities in the next eight years. Editors' Choice.",Rancho Santa Rosa,30,95,California,Santa Ynez,Central Coast,Sta. Rita Hills,Foley 2004 Rancho Santa Rosa Syrah (Sta. Rita Hills),https://www.winemag.com/buying-guide/foley-2004-rancho-santa-rosa-shiraz-syrah-syrah-central-coast-sta-rita-hills/,Syrah,2004,Foley
194598,14.8,White,US,California,"Massive, opulent, oozing in pineapple créme brulée, honey, buttered toast and cinnamon spice flavors. Totally decadent, and fortunately set off with brisk, citrusy acidity. Calling all lobsters, and don't forget the drawn butter. Sheer hedonism in a glass, at a fantastic price.",NULL,26,95,California,Santa Ynez,Central Coast,Sta. Rita Hills,Melville 2008 Chardonnay (Sta. Rita Hills),https://www.winemag.com/buying-guide/melville-2008-chardonnay-central-coast-sta-rita-hills/,Chardonnay,2008,Melville
195730,14.3,White,US,California,"Don't drink this beauty too cold with your lobster, crab or scallops. It has the weight of a noble wine, with minerality and creaminess giving shape and texture to the leesy, yeasty flavors of pineapples, Key lime pie and ripe pear purée. Aged in 40% new French oak, California Chardonnay hardly gets any better than this.",Ashley's Vineyard,28,95,California,Santa Ynez,Central Coast,Sta. Rita Hills,Fess Parker 2008 Ashley's Vineyard Chardonnay (Sta. Rita Hills),https://www.winemag.com/buying-guide/fess-parker-2008-ashleys-vineyard-chardonnay-central-coast-sta-rita-hills/,Chardonnay,2008,Fess Parker
12262,13.5,White,US,California,"This stainless steel-fermented wine is dry, fresh and delightful. Flavors of apricot and white peach tease the palate and are joined by grapefruit, wet stone and lime zest. The vibrant acidity lingers alongside tones of ginger and oyster shell on the finish.",Dutton Ranch Green Valley Vineyard,30,95,California,Sonoma,Sonoma,Green Valley,Dutton-Goldfield 2017 Dutton Ranch Green Valley Vineyard Gewürztraminer (Green Valley),https://www.winemag.com/buying-guide/dutton-goldfield-2017-dutton-ranch-green-valley-vineyard-gewurztraminer-green-valley-294589/,Gewürztraminer,2017,Dutton-Goldfield
164125,14.4,White,US,California,"A brilliant, completely satisfying Viognier that shows its sunny California terroir in the ripe lemon, peach and mango flavors. It finishes dry, with a steely minerality, like stones and cold metal. Just gorgeous, one of the finest California Viogniers ever.",Saralee's Vineyard,30,95,California,Sonoma,Sonoma,Russian River Valley,Arrowood 2009 Saralee's Vineyard Viognier (Russian River Valley),https://www.winemag.com/buying-guide/arrowood-2009-saralees-vineyard-viognier-sonoma-russian-river-valley/,Viognier,2009,Arrowood
195740,14.5,Red,US,California,"This is De Loach's finest Zinfandel of their five new releases. In fact, it's their best Zinfandel ever, and one that defines Sonoma County cool-climate Zinfandel. It's brilliant in balance and structure, with beautifully sculpted tannins and fine acidity, and just the right touch of oak. Within that package are savory flavors of wild blackberries, picked at their peak under the summer sun. So easy to drink, yet so complex.",O.F.S.,30,95,California,Sonoma,Sonoma,Russian River Valley,De Loach 2007 O.F.S. Zinfandel (Russian River Valley),https://www.winemag.com/buying-guide/loach-2007-ofs-zinfandel-sonoma-russian-river-valley/,Zinfandel,2007,De Loach
176167,14.5,White,US,California,"A brilliant Chardonnay. Almost nothing quite like it out there. Great, zesty acidity makes the mouth water, and oak is strongly there but perfectly vindicated by the power of the underlying flavors. They suggest ripe pineapples and tropical fruits, peaches, honeysuckle and a firm, stony minerality that has to come from the soil. For all the richness, the wine is terrifically dry.",Fort Ross Vineyard,30,95,California,Sonoma,Sonoma,Sonoma Coast,Fort Ross Winery 2009 Fort Ross Vineyard Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/fort-ross-2009-vineyard-chardonnay-sonoma-coast/,Chardonnay,2009,Fort Ross Winery
97288,14.3,White,US,California,"This marks another stunning vintage for this blend of 55% Sémillon, 25% Muscadelle, 10% Palomino and 10% Colombard, made by Zin master Mike Officer. Pungent in pear and pineapple, it has cutting-edge minerality, a taste of slate, and remains at turns creamy and crisp on the palate. This wine is unusual in all the right ways yet triumphantly delicious.",The Derivative,28,95,California,Sonoma,Sonoma,Sonoma County,Carlisle 2013 The Derivative White (Sonoma County),https://www.winemag.com/buying-guide/carlisle-2013-the-derivative-white-sonoma-county/,White Blend,2013,Carlisle
208235,14.5,Red,US,California,"This excellent wine from a steep terraced vineyard offers beautiful aromas of lavender and violet that segue to a palate replete with black fruit, black pepper and anise tones. Each flavor seems especially well defined and they layer together harmoniously on a velvety texture that provides good support for all that concentration. Best after 2020.",Tierra,30,95,California,Sonoma,North Coast,Yorkville Highlands,Halcón 2015 Tierra Petite Sirah (Yorkville Highlands),https://www.winemag.com/buying-guide/halcon-2015-tierra-petite-sirah-yorkville-highlands/,Petite Sirah,2015,Halcón
153159,13.5,Red,France,France,"Using fruit sourced from a single vineyard with great sun exposure, this wine takes its name from the stony soil. It provides great balance between the dense black fruit and the taut, minerally texture, expressing the essence of Malbec in Cahors. It certainly needs several years of aging.",Clos Triguedina Les Galets,25,95,Southwest France,Cahors,Cahors,NULL,Jean-Luc Baldès 2008 Clos Triguedina Les Galets Malbec (Cahors),https://www.winemag.com/buying-guide/jean-luc-baldes-2008-clos-triguedina-galets-malbec-cahors/,Malbec,2008,Jean-Luc Baldès
111023,14,Dessert,France,France,"Pure Petit Manseng harvested in November has given the essence of Jurançon. Superbly ripe, botrytised fruit is perfectly balanced with layers of freshness, apricot juice and a crisp, nervy texture. It's a young wine and really should not be drunk before 2018.",Symphonie de Novembre,25,95,Southwest France,Jurancon,Jurançon,NULL,Domaine Cauhapé 2012 Symphonie de Novembre  (Jurançon),https://www.winemag.com/buying-guide/domaine-cauhape-2012-symphonie-novembre-other-white-petit-manseng-jurancon/,Petit Manseng,2012,Domaine Cauhapé
93624,15,Red,France,France,"The home vineyard of Madiran's star, Alain Brumont, has yielded a superb wine that is full of dark tannins and with a considerable ability to age. It is balanced, concentrated and touched by spice and toastiness from the wood aging. In tandem with that are generous fruits within a dense structure that is just beginning to smooth out. Drink from 2018–2038.",Château Bouscassé,20,95,Southwest France,Madiran,Madiran,NULL,Alain Brumont 2010 Château Bouscassé Red (Madiran),https://www.winemag.com/buying-guide/alain-brumont-2010-chateau-bouscasse-red-madiran/,Red Blend,2010,Alain Brumont
211990,13,Red,France,France,"There is a tough, tannic core to this otherwise ripe and fruity wine. All to the good, as this will allow the bold, ripe wine to age well. Black-currant fruits are already showing their hand and will intensify, bringing in richness and a dense texture. Drink this wine from 2025.",NULL,30,95,Bordeaux,Margaux,Margaux,NULL,Château Labégorce Margaux 2015  Margaux,https://www.winemag.com/buying-guide/chateau-labegorce-margaux-2015-margaux-279147/,Bordeaux-style Red Blend,2015,Château Labégorce Margaux
8082,12.5,White,France,France,"A gentle touch of crushed thyme precedes very pure lemon hints on the nose. The palate fills out with far more luscious citrus, suggesting tart but juicy tangerine and more vivid lemon. The fine and slender structure holds all of this zesty, refreshing fruit with grace and lightness—a wonderfully vivid, bright and utterly citrus-driven wine with a long dry refreshing finish.",Schlossberg Grand Cru,24,95,Alsace,Strasbourg,Alsace,NULL,Joseph Fritsch 2017 Schlossberg Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/joseph-fritsch-2017-schlossberg-grand-cru-riesling-alsace/,Riesling,2017,Joseph Fritsch
8567,13,White,France,France,"Just tender notes of freshly cut lemon peel reach the nose. A little more air reveals a touch of heady lime. The clean-cut palate sticks to this taut lime and lemon scheme with incisive freshness and tingling zingy tanginess. Cool freshness seems like a vein at the core of this taut, restrained and fresh wine. The finish is dry and clean. This will need time to unfurl its full force of citrus. Drink 2020–2038.",Rosacker Calcaire Grand Cru,25,95,Alsace,Strasbourg,Alsace,NULL,Julien Schaal 2017 Rosacker Calcaire Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/julien-schaal-2017-rosacker-calcaire-grand-cru-riesling-alsace/,Riesling,2017,Julien Schaal
8585,13,White,France,France,"The faintest hint of elderflower touches upon the subtle lemon-peel notes on the nose before riper hints of orange appear. The palate comes with real impact but on a very filigree-fine structure that uses lemon zest both as a structural base for freshness and as a swirling aromatic highlight. This is lovely, sinuous, long and concentrated, slender but impactful and rather elegant. Lovely. Drink now through 2040.",Kastelberg Schiste Grand Cru,25,95,Alsace,Strasbourg,Alsace,NULL,Julien Schaal 2017 Kastelberg Schiste Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/julien-schaal-2017-kastelberg-schiste-grand-cru-riesling-alsace/,Riesling,2017,Julien Schaal
27387,NULL,White,France,France,"This Pinot Gris shows sweetness, some honey but also a fine mineral structure, which promises aging at least for 10 years. Imported by Maisons Marques &amp; Domaines USA.",Grand Cru Kessler,24,95,Alsace,Strasbourg,Alsace,NULL,Domaines Schlumberger 2001 Grand Cru Kessler Pinot Gris (Alsace),https://www.winemag.com/buying-guide/domaines-schlumberger-2001-grand-cru-kessler-pinot-grigio-gris-gris-alsace/,Pinot Gris,2001,Domaines Schlumberger
75371,13,White,France,France,"There is something very pure and lifted about this: right now it is so taut that it just says citrus and stone. There is something both ripe and tart, a very lemon-like freshness, with generosity and fruit. There is unusual concentration and for now, while the aromas are still tightly wound, the absolutely stony serious texture is on full display. The purity of this is astonishing and has something authentic and enticing about it. Give this time. Drink 2020–2040.",Kastelberg Grand Cru,30,95,Alsace,Strasbourg,Alsace,NULL,Biecher &amp; Schaal 2015 Kastelberg Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/biecher-schaal-2015-kastelberg-grand-cru-riesling-alsace/,Riesling,2015,Biecher &amp; Schaal
122283,13,White,France,France,"With its few years bottle aging, this is developing into a fabulous wine. From one of the top Grand Cru vineyards in southern Alsace, it has richness while still preserving a light touch that brings out acidity and tight fruitiness. To contrast, the mineral texture adds a tense factor, very crisp and allowing the wine to age further. Drink until 2025.",Kessler Grand Cru,30,95,Alsace,Strasbourg,Alsace,NULL,Domaines Schlumberger 2010 Kessler Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/domaines-schlumberger-2010-kessler-grand-cru-riesling-grand-cru/,Riesling,2010,Domaines Schlumberger
136822,13.5,White,France,France,"There is both wonderful bite and density to this great wine. It has a weighty texture full of ripe, rich fruit. At the same time, the wine is bone dry and crisp with acidity. It' s just beginning to mature, and while enjoyable now, it's better to wait until 2016.",Kessler Grand Cru,30,95,Alsace,Strasbourg,Alsace,NULL,Domaines Schlumberger 2009 Kessler Grand Cru Riesling (Alsace),https://www.winemag.com/buying-guide/domaines-schlumberger-2009-kessler-grand-cru-riesling-grand-cru/,Riesling,2009,Domaines Schlumberger
215693,13,White,France,France,"Chamomile and ripe, red-apple notes make for an appetizing nose. The palate adds lovely vivid notes of zesty tangerine to this. Aromas of hay flowers also appear on this shimmering, aromatic, tight, taut and linear Riesling. Concentration fills the mouth with wonderfully light but sure-footed brightness and flavor. The dry long finish has a grounding earthy touch. Simply wonderful. Drink 2017–2035.",Kastelberg Grand Cru Schiste,25,95,Alsace,Strasbourg,Alsace,NULL,Julien Schaal 2016 Kastelberg Grand Cru Schiste Riesling (Alsace),https://www.winemag.com/buying-guide/julien-schaal-2016-kastelberg-grand-cru-schiste-riesling-alsace/,Riesling,2016,Julien Schaal
215727,13.5,White,France,France,"A flinty touch of promising reduction still hovers on the nose but cheeky floral and fruity hints of honeysuckle, jasmine and peach shimmer through. The palate unites all of these aromatic notions on a textured, layered and concentrated palate. The hints of honeysuckle spice are intensified by the ripe zestiness of Amalfi lemon and tangerine. The finish is dry and long, with ample refreshment from these gorgeous citrus notes. This is glorious now in its youthful exuberance but has the concentration, structure and fruit to age beautifully. Drink 2017–2035.",Goldert Grand Cru,26,95,Alsace,Strasbourg,Alsace,NULL,Domaine Zind-Humbrecht 2015 Goldert Grand Cru Muscat (Alsace),https://www.winemag.com/buying-guide/domaine-zind-humbrecht-2015-goldert-grand-cru-muscat-alsace/,Muscat,2015,Domaine Zind-Humbrecht
60896,13.5,Red,Italy,Italy,"One of the most satisfying wines I have had in a long time. A blend of Negro-amaro (80%) and four other red grapes crafted by the brothers Apollonio in southern Italy. Deep red with aromas of ripe black cherries, nutmeg and leather. An extraordinary wine that could probably sell in the $25 range.",NULL,10,95,Southern Italy,Copertino,Copertino,NULL,Apollonio 1997 Red (Copertino),https://www.winemag.com/buying-guide/apollonio-1997-red-copertino/,Red Blend,1997,Apollonio
