filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 5601 to 6400,6466,145937,,Red,France,"A southern yet herbal-feeling wine, this is ripe-maybe overripe-and missing real structure or fruitiness.",,10,81,0.12345679,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bellevue Favereau 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-bellevue-favereau-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château Bellevue Favereau
winemag 6401 to 7200,447,155584,,Red,France,"This wine's fruit is overripe, which spoils the structure that has been built around it.",,15,81,0.185185185,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bellevue 2010  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-bellevue-2010-red-superieur/,Bordeaux-style Red Blend,2010,Château Bellevue
winemag 6401 to 7200,456,155593,,Red,France,"This wine is all wood, with no promise of fruit.",,20,81,0.24691358,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Verriére 2010  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-verriere-2010-red-superieur/,Bordeaux-style Red Blend,2010,Château la Verriére
winemag 4001 to 4800,15194,123607,,Red,France,"While there is plenty of wood here (12 months in new barrels), the raisin character of the 60% Merlot and 40% Cabernet Sauvignon gives it a curious, dried-fruit flavor.",Cuvée Prestige,25,81,0.308641975,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cadillac Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Lestiac 2012 Cuvée Prestige  (Cadillac Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-lestiac-2012-cuvee-prestige-red-cadillac-cotes/,Bordeaux-style Red Blend,2012,Château de Lestiac
winemag 3201 to 4000,14831,107711,,Red,France,"All dry tannin and bramble aromas, this wine is a tough proposition. François Maurin and son Raphael handle the organic vineyards and wine fermented in stainless steel.",,13,81,0.160493827,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Francs Cotes de Bordeaux,"44.9361980, -0.0224100",44.936198,-0.02241,Château la Croix Blanche 2013  Francs Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-croix-blanche-2013-red-francs-cotes/,Bordeaux-style Red Blend,2013,Château la Croix Blanche
winemag 9601 to 10400,12546,245202,12.5,Red,France,"A hard, very firm, lean wine, showing structure and tannins but little in the way of substance. Old-style winemaking produces an old style wine.",,19,81,0.234567901,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Haut-Médoc,"44.5568620, -0.0384180",44.556862,-0.038418,Château d'Arcins 2004  Haut-Médoc,https://www.winemag.com/buying-guide/chateau-darcins-2004-red-haut-medoc/,Bordeaux-style Red Blend,2004,Château d'Arcins
winemag 7201 to 8000,5426,176197,13,Red,France,"Already showing signs of aging, this is hard, dry and tough. Not much pleasure there.",,25,81,0.308641975,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Médoc,"44.5568620, -0.0384180",44.556862,-0.038418,Château Moulin de Canhaut 2006  Médoc,https://www.winemag.com/buying-guide/chateau-moulin-canhaut-2006-red-medoc/,Bordeaux-style Red Blend,2006,Château Moulin de Canhaut
winemag 12001 to 12800,11609,58300,12,Red,France,"The nose features some plum and faint cedar aromas, but not a lot of intensity; the light black-cherry and cedar flavors incorporate some earthy nuances on the finish. Light and correct, but where's the beef?",,9,81,0.111111111,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Michel Lynch 1998  Bordeaux,https://www.winemag.com/buying-guide/michel-lynch-1998-merlot-bordeaux/,Merlot,1998,Michel Lynch
winemag 11201 to 12000,12459,43408,12.5,Red,France,"Weak cherry and cassis aromas are followed by dilute raspberry flavors. The finish is tangy and borderline thin, while the overall impression is sharp and tart. Despite all that it tastes fresh, not tired. Kosher.",,30,81,0.37037037,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Haut-Médoc,"44.5568620, -0.0384180",44.556862,-0.038418,Tour Saint-Laurent 1999  Haut-Médoc,https://www.winemag.com/buying-guide/tour-saint-laurent-1999-red-haut-medoc/,Red Blend,1999,Tour Saint-Laurent
winemag 3201 to 4000,14849,107729,,Red,France,"This wine has too much tannin for its own good. It's tough and bitter, showing wood and extraction. In this difficult Bordeaux vintage, the vineyard produced less than half what is normal.",La Favorite,45,82,0.548780488,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Frédignac 2013 La Favorite  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-fredignac-2013-favorite-blaye-cotes/,Bordeaux-style Red Blend,2013,Château Frédignac
winemag 4001 to 4800,15200,123613,,Red,France,"The wine is all toast and smoky wood flavors though it spent only six to eight months in oak. It is extracted and hard, with little fruit.",,21,82,0.256097561,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Les Gatines 2012  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-gatines-2012-red-blaye-cotes/,Bordeaux-style Red Blend,2012,Château Les Gatines
winemag 4001 to 4800,15207,123620,,Red,France,"Overripe, jammy fruits and dry tannins are an odd combination. They don't work in this wine that has a hot character. This is the first vineyard in Blaye certified by Terra Vitis for sustainable viticulture.",,20,82,0.243902439,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Ricaud 2012  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-ricaud-2012-red-blaye-cotes/,Bordeaux-style Red Blend,2012,Château Ricaud
winemag 5601 to 6400,11916,151387,,Red,France,"A diffuse wine without focus. The tannins and the fruit are some way apart, while the final flavor is dry and tough.",,12,82,0.146341463,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Petite Roque 2010  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-petite-roque-2010-red-blaye-cotes/,Bordeaux-style Red Blend,2010,Château la Petite Roque
winemag 5601 to 6400,11920,151391,,Red,France,"Bell peppers and green herbs as well as dark tannins are the main characters of this very dry, bitter wine.",,17,82,0.207317073,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château des Tourtes 2010  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-tourtes-2010-red-blaye-cotes/,Bordeaux-style Red Blend,2010,Château des Tourtes
winemag 1 to 800,6144,6144,14.5,Red,France,"This unfocused wine has hard tannins and a firm structure. What's missing is the fruit, which may not come through.",Bel Air,14,82,0.170731707,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Maison Hebrard 2016 Bel Air  (Bordeaux),https://www.winemag.com/buying-guide/maison-hebrard-2016-bel-air-bordeaux/,Bordeaux-style Red Blend,2016,Maison Hebrard
winemag 12001 to 12800,11616,58307,12.5,Red,France,"I know Bordeaux isn't known for being fruit-driven, but this paucity of fruit in a wine that's 50% Merlot (from a vintage that favored this variety's development) is hard to fathom. Leather and old wood combine with earth and mushrooms. There's decent weight and intensity here, so if these are flavors you look for this is an example to seek out.",,10,82,0.12195122,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Ducla 1998  Bordeaux,https://www.winemag.com/buying-guide/chateau-ducla-1998-red-bordeaux/,Bordeaux-style Red Blend,1998,Château Ducla
winemag 1601 to 2400,6130,68080,13,Red,France,"The wine is dry, laden with wood flavors rather than fruit. It has a hard over-extracted edge that will stay with the wine as it ages.",,15,82,0.182926829,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château La Rose Saint Germain 2015  Bordeaux,https://www.winemag.com/buying-guide/chateau-la-rose-saint-germain-2015-bordeaux/,Bordeaux-style Red Blend,2015,Château La Rose Saint Germain
winemag 1601 to 2400,6131,68081,13,Red,France,This is an unfocused wine with fruit flavors that miss the mark. Only the juicy aftertaste is attractive.,,12,82,0.146341463,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Chavrignac 2015  Bordeaux,https://www.winemag.com/buying-guide/chateau-chavrignac-2015-bordeaux/,Bordeaux-style Red Blend,2015,Château Chavrignac
winemag 2401 to 3200,7308,84728,13,Red,France,This is a tight woody wine that is hard and over-extracted. Some fruit may come through but it is hard to imagine.,,15,82,0.182926829,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de l'Aubrade 2014  Bordeaux,https://www.winemag.com/buying-guide/chateau-de-laubrade-2014-bordeaux/,Bordeaux-style Red Blend,2014,Château de l'Aubrade
winemag 3201 to 4000,14850,107730,12.5,Red,France,"You need to work hard to find the fruit in this 100% Merlot. It is tough, only hinting at acidity and black currant flavors.",,13,82,0.158536585,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Queyssard 2013  Bordeaux,https://www.winemag.com/buying-guide/chateau-queyssard-2013-red-bordeaux/,Bordeaux-style Red Blend,2013,Château Queyssard
winemag 4001 to 4800,13905,122318,13,Red,France,Dry tannins and wood flavors give a hard character. It's tough to see beyond the wine's dryness and find the fruit.,,13,82,0.158536585,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Mezain 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-mezain-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Mezain
winemag 4001 to 4800,13911,122324,13.5,Red,France,Crisp fruitiness and acidity show the fruit is not ripe. It's a herbal and stalky.,,13,82,0.158536585,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Haut Roudier 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-haut-roudier-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Haut Roudier
winemag 4001 to 4800,15217,123630,14,Red,France,"While this wine is still young, the level of smoky wood aging flavors is enormous. It's all about planks and not about fruit, not taking into account the light vintage. Could the black fruits develop? Certainly, but maybe not enough.",,24,82,0.292682927,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte Barbe 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-sainte-barbe-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Sainte Barbe
winemag 5601 to 6400,108,139579,,Red,France,"This is a wine that is totally dominated by wood. So much so that there is little sign of fruit. Maybe it will integrate, but there is a question mark.",Cuvée,15,82,0.182926829,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Maison Bouey 2011 Cuvée  (Bordeaux),https://www.winemag.com/buying-guide/maison-bouey-2011-cuvee-red-bordeaux/,Bordeaux-style Red Blend,2011,Maison Bouey
winemag 5601 to 6400,6472,145943,,Red,France,"Overripe fruit makes this wine, which is light and fruity, with little structure.",,12,82,0.146341463,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Haut Maginet 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-haut-maginet-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Haut Maginet
winemag 6401 to 7200,468,155605,,Red,France,"This firm, dry wine is all tannins and bitter extraction. It has a hard side to it that the juicy fruit cannot balance.",,20,82,0.243902439,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lafont Fourcat 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-lafont-fourcat-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Lafont Fourcat
winemag 6401 to 7200,691,155828,,Red,France,"Fruity and without structure, this wine is soft and feels rather dilute. The red fruits dominate and will age quickly. Screwcap.",,14,82,0.170731707,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Freynelle 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-freynelle-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château la Freynelle
winemag 7201 to 8000,5468,176239,13,Red,France,"Dry, dark-hued tannins cut through the wine, giving it a bitter feel. It is tough, firm, missing the balancing fruit.",,10,82,0.12195122,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Virecourt 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-virecourt-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château de Virecourt
winemag 8001 to 8800,3079,189484,13,Red,France,"Indulgent wood and high toast flavors swamp the fruit here. The result is a wine that is lean, hard-edged and without the weight to develop.",,15,82,0.182926829,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Larroque 2006  Bordeaux,https://www.winemag.com/buying-guide/chateau-larroque-2006-red-bordeaux/,Bordeaux-style Red Blend,2006,Château Larroque
winemag 8001 to 8800,3320,189725,12.5,Red,France,"A simple, fruity wine, the fruit on the lean side, with black currant flavors and fresh berry acidity. There is an unfortunate rustic edge to the tannins.",,12,82,0.146341463,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Grand Jean 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-grand-jean-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château Grand Jean
winemag 8801 to 9600,9208,226189,13,Red,France,"A tight, firmly tannic wine. It does show pleasing berry fruits, and it has freshness, but the acidity is very apparent, and courses through the fruit and tannins. The finish is tart black currant. Screwcap.",,10,82,0.12195122,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Virecourt 2005  Bordeaux,https://www.winemag.com/buying-guide/chateau-virecourt-2005-red-bordeaux/,Bordeaux-style Red Blend,2005,Château de Virecourt
winemag 9601 to 10400,5254,237910,13,Red,France,"A raw-edged wine, with dusty tannins and blackberry fruits and sawdust wood flavors that don't quite gel, and some green asparagus flavors to finish.",Mouton Cadet,9,82,0.109756098,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Baron Philippe de Rothschild 2005 Mouton Cadet  (Bordeaux),https://www.winemag.com/buying-guide/baron-philippe-rothschild-2005-mouton-cadet-red-bordeaux/,Bordeaux-style Red Blend,2005,Baron Philippe de Rothschild
winemag 1 to 800,13892,13892,13.5,Red,France,"The toffee aromas of this wine are followed by an unbalanced character of Clairet on the palate. Dry and not very fruity now, it will probably remain like this.",,12,82,0.146341463,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Clairet,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Marsan 2017  Bordeaux Clairet,https://www.winemag.com/buying-guide/chateau-de-marsan-2017-bordeaux-clairet/,Bordeaux-style Red Blend,2017,Château de Marsan
winemag 1601 to 2400,6136,68086,13,Red,France,The acidity that is a characteristic of the vintage shows through in this wine. It clashes with the tannins to give a strangely unbalanced wine.,,14,82,0.170731707,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Clairet,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Parenchére 2016  Bordeaux Clairet,https://www.winemag.com/buying-guide/chateau-de-parenchere-2016-bordeaux-clairet/,Bordeaux-style Red Blend,2016,Château de Parenchére
winemag 3201 to 4000,14847,107727,13,Red,France,"High levels of acidity give this wine a tight, eye-watering character. The fruit was probably not ripe.",,15,82,0.182926829,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bellevue Peycharneau 2013  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-bellevue-peycharneau-2013-red-superieur/,Bordeaux-style Red Blend,2013,Château Bellevue Peycharneau
winemag 3201 to 4000,14848,107728,12.8,Red,France,"This wine is dry, firm with chocolate and bitter extraction flavors. It's likely to remain dry.",,30,82,0.365853659,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lacombe Cadiot 2013  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-lacombe-cadiot-2013-red-superieur/,Bordeaux-style Red Blend,2013,Château Lacombe Cadiot
winemag 5601 to 6400,105,139576,,Red,France,"Hard and extracted, this is a tough number. The fruit seems lean and the bitter chocolate flavor is not promising much. It may work with food.",,19,82,0.231707317,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Ricaud 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-de-ricaud-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château de Ricaud
